symbol,timestamp,expiration,expiration_date,strike,contractType,bid,ask,last,open_interest,volume,delta,gamma,theta,vega,rho,implied_volatility
AMZN,2025-08-08 12:19:39.438881,20250829,2025-08-29,270.0,PUT,46.85,47.8,38.79,0,0,-1.0,0.0,0.0,0.0,0.0,33.128
AMZN,2025-08-08 12:19:39.438881,20250829,2025-08-29,275.0,PUT,51.8,52.9,45.8,0,0,-1.0,0.0,0.0,0.0,0.0,34.916
AMZN,2025-08-08 12:19:39.438881,20250829,2025-08-29,280.0,PUT,56.85,57.9,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,36.352
AMZN,2025-08-08 12:19:39.438881,20250829,2025-08-29,285.0,PUT,61.95,62.85,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,38.1
AMZN,2025-08-08 12:19:39.438881,20250829,2025-08-29,290.0,PUT,66.85,67.85,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,39.594
AMZN,2025-08-08 12:19:39.438881,20250829,2025-08-29,295.0,PUT,71.8,73.15,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,40.78
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,267.5,CALL,34.5,35.8,38.95,18,1,0.998,0.001,-0.014,0.001,0.001,187.197
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,270.0,CALL,32.25,33.5,32.98,327,32,0.997,0.001,-0.014,0.001,0.002,174.765
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,272.5,CALL,29.05,30.7,31.29,110,2,0.997,0.001,-0.014,0.001,0.002,162.234
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,275.0,CALL,27.25,28.25,28.0,470,54,0.997,0.001,-0.014,0.001,0.002,148.758
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,277.5,CALL,24.05,26.0,26.05,161,7,0.997,0.001,-0.014,0.001,0.002,136.083
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,280.0,CALL,22.25,23.25,23.1,1273,644,0.995,0.002,-0.019,0.001,0.002,128.77
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,282.5,CALL,19.45,21.05,22.6,230,5,0.994,0.002,-0.019,0.001,0.002,115.623
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,285.0,CALL,17.6,18.5,18.13,559,164,0.994,0.002,-0.019,0.001,0.002,102.53
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,287.5,CALL,14.9,15.85,16.75,465,24,0.993,0.003,-0.019,0.001,0.002,89.313
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,290.0,CALL,12.5,13.0,12.9,1946,226,0.988,0.006,-0.029,0.002,0.002,80.845
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,292.5,CALL,10.0,10.75,12.58,676,215,0.985,0.008,-0.029,0.003,0.002,66.615
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,295.0,CALL,7.4,8.05,7.95,1832,392,0.976,0.014,-0.039,0.004,0.002,54.896
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,297.5,CALL,4.95,5.55,5.6,1954,160,0.948,0.033,-0.074,0.008,0.002,44.947
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,300.0,CALL,2.84,3.15,3.0,2724,1171,0.842,0.089,-0.229,0.017,0.001,37.692
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,302.5,CALL,1.07,1.2,1.1,1509,950,0.532,0.166,-0.869,0.029,0.001,33.378
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,305.0,CALL,0.23,0.26,0.23,3714,4619,0.179,0.105,-0.24,0.019,0.0,34.797
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,307.5,CALL,0.04,0.05,0.05,3591,4176,0.041,0.032,-0.045,0.006,0.0,38.229
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,310.0,CALL,0.01,0.02,0.01,5925,6327,0.013,0.011,-0.015,0.002,0.0,45.487
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,312.5,CALL,0.0,0.01,0.01,1194,1003,0.004,0.003,-0.005,0.001,0.0,51.277
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,315.0,CALL,0.0,0.01,0.01,2909,9646,0.004,0.002,-0.005,0.001,0.0,62.583
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,317.5,CALL,0.0,0.01,0.01,1877,1433,0.003,0.002,-0.005,0.001,0.0,73.603
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,320.0,CALL,0.0,0.01,0.01,2560,380,0.003,0.001,-0.005,0.001,0.0,84.382
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,322.5,CALL,0.0,0.01,0.01,1269,19,0.002,0.001,-0.005,0.001,0.0,94.95
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,325.0,CALL,0.0,0.01,0.01,1154,14,0.002,0.001,-0.005,0.001,0.0,105.327
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,327.5,CALL,0.0,0.01,0.01,596,0,0.002,0.001,-0.005,0.0,0.0,115.531
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,330.0,CALL,0.0,0.01,0.01,462,12,0.002,0.001,-0.005,0.0,0.0,125.576
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,332.5,CALL,0.0,0.01,0.01,308,15,0.002,0.001,-0.005,0.0,0.0,135.471
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,335.0,CALL,0.0,0.01,0.01,296,42,0.002,0.001,-0.005,0.0,0.0,145.229
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,337.5,CALL,0.0,0.01,0.01,248,0,0.002,0.0,-0.005,0.0,0.0,154.856
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,340.0,CALL,0.0,0.01,0.01,397,75,0.002,0.0,-0.005,0.0,0.0,164.358
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,267.5,PUT,0.0,0.02,0.01,1777,76,-0.002,0.001,-0.01,0.001,0.0,187.197
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,270.0,PUT,0.0,0.02,0.01,1730,104,-0.003,0.001,-0.01,0.001,0.0,174.765
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,272.5,PUT,0.0,0.02,0.02,663,15,-0.003,0.001,-0.01,0.001,0.0,162.234
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,275.0,PUT,0.0,0.02,0.01,2492,162,-0.003,0.001,-0.01,0.001,0.0,148.758
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,277.5,PUT,0.0,0.02,0.03,2793,312,-0.003,0.001,-0.01,0.001,0.0,136.083
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,280.0,PUT,0.01,0.02,0.01,3502,270,-0.005,0.002,-0.015,0.001,0.0,128.77
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,282.5,PUT,0.01,0.02,0.01,1499,211,-0.006,0.002,-0.015,0.001,0.0,115.623
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,285.0,PUT,0.01,0.02,0.02,2591,162,-0.006,0.002,-0.015,0.001,0.0,102.53
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,287.5,PUT,0.01,0.02,0.01,824,126,-0.007,0.003,-0.015,0.001,0.0,89.313
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,290.0,PUT,0.02,0.03,0.02,3749,769,-0.012,0.006,-0.025,0.002,0.0,80.845
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,292.5,PUT,0.02,0.03,0.02,2325,345,-0.015,0.008,-0.025,0.003,0.0,66.615
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,295.0,PUT,0.03,0.04,0.04,1961,573,-0.024,0.014,-0.035,0.004,0.0,54.896
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,297.5,PUT,0.06,0.08,0.05,1135,1036,-0.052,0.033,-0.07,0.008,0.0,44.947
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,300.0,PUT,0.2,0.23,0.22,2330,2651,-0.158,0.089,-0.225,0.017,0.0,37.692
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,302.5,PUT,0.78,0.86,0.9,424,2743,-0.468,0.166,-0.865,0.029,-0.001,33.378
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,305.0,PUT,2.32,2.59,2.6,865,4162,-0.821,0.103,-0.236,0.019,-0.001,34.797
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,307.5,PUT,4.55,5.1,4.6,398,731,-0.947,0.02,-0.031,0.007,-0.001,38.229
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,310.0,PUT,6.75,7.65,6.72,316,144,-1.0,0.0,-0.0,0.0,0.0,45.487
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,312.5,PUT,8.95,11.0,8.4,28,1,-1.0,0.0,-0.0,0.0,0.0,51.277
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,315.0,PUT,11.35,12.85,10.95,77,1,-1.0,0.0,-0.0,0.0,0.0,62.583
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,317.5,PUT,13.9,15.35,16.05,0,0,-1.0,0.0,-0.0,0.0,0.0,73.603
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,320.0,PUT,16.3,17.85,19.05,1,0,-1.0,0.0,-0.0,0.0,0.0,84.382
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,322.5,PUT,18.9,20.65,38.7,0,0,-1.0,0.0,-0.0,0.0,0.0,94.95
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,325.0,PUT,21.3,23.0,27.12,0,0,-1.0,0.0,-0.0,0.0,0.0,105.327
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,327.5,PUT,23.8,25.75,0.0,0,0,-1.0,0.0,-0.0,0.0,0.0,115.531
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,330.0,PUT,26.35,28.35,36.75,0,0,-1.0,0.0,-0.0,0.0,0.0,125.576
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,332.5,PUT,28.85,30.85,0.0,0,0,-1.0,0.0,-0.0,0.0,0.0,135.471
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,335.0,PUT,31.45,33.15,35.85,0,0,-1.0,0.0,-0.0,0.0,0.0,145.229
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,337.5,PUT,33.85,35.35,0.0,0,0,-1.0,0.0,-0.0,0.0,0.0,154.856
AVGO,2025-08-08 12:19:40.388016,20250808,2025-08-08,340.0,PUT,36.45,37.85,35.79,10,10,-1.0,0.0,-0.0,0.0,0.0,164.358
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,267.5,CALL,35.55,36.15,39.18,76,3,0.966,0.004,-0.105,0.032,0.051,49.261
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,270.0,CALL,33.05,33.6,34.88,4176,183,0.96,0.004,-0.117,0.037,0.051,47.585
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,272.5,CALL,30.6,31.1,34.85,90,12,0.952,0.005,-0.131,0.043,0.051,45.905
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,275.0,CALL,28.3,28.75,28.96,535,80,0.942,0.006,-0.149,0.05,0.051,44.472
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,277.5,CALL,25.85,26.3,26.7,194,13,0.929,0.007,-0.168,0.057,0.05,42.957
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,280.0,CALL,23.55,23.9,24.16,6087,339,0.914,0.009,-0.191,0.067,0.05,41.618
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,282.5,CALL,21.05,21.75,24.18,251,1,0.894,0.011,-0.217,0.078,0.049,40.306
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,285.0,CALL,19.0,19.3,19.25,581,71,0.87,0.013,-0.246,0.09,0.048,39.139
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,287.5,CALL,16.8,17.15,17.69,556,13,0.839,0.015,-0.279,0.104,0.047,38.11
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,290.0,CALL,14.6,15.0,14.81,7035,381,0.802,0.018,-0.312,0.118,0.045,37.178
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,292.5,CALL,12.7,12.95,12.78,579,175,0.757,0.02,-0.345,0.133,0.043,36.352
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,295.0,CALL,10.8,11.05,10.98,2070,195,0.706,0.023,-0.374,0.147,0.04,35.586
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,297.5,CALL,9.05,9.25,9.2,759,105,0.648,0.025,-0.397,0.158,0.037,34.886
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,300.0,CALL,7.5,7.65,7.55,13161,1166,0.584,0.027,-0.411,0.166,0.033,34.228
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,302.5,CALL,6.05,6.25,6.05,1049,824,0.515,0.028,-0.416,0.169,0.03,33.937
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,305.0,CALL,4.85,5.0,4.9,3233,1307,0.449,0.027,-0.425,0.168,0.026,34.952
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,307.5,CALL,3.8,3.9,4.0,865,1293,0.383,0.026,-0.404,0.162,0.022,34.599
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,310.0,CALL,2.93,3.05,2.92,7463,2273,0.32,0.024,-0.374,0.152,0.018,34.36
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,312.5,CALL,2.22,2.29,2.22,610,678,0.261,0.022,-0.335,0.138,0.015,34.149
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,315.0,CALL,1.65,1.71,1.73,1825,1176,0.209,0.02,-0.293,0.122,0.012,34.042
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,317.5,CALL,1.22,1.27,1.29,366,397,0.165,0.017,-0.25,0.106,0.01,34.093
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,320.0,CALL,0.89,0.94,0.92,16017,608,0.129,0.014,-0.209,0.089,0.008,34.185
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,322.5,CALL,0.66,0.69,0.71,208,552,0.099,0.012,-0.173,0.074,0.006,34.446
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,325.0,CALL,0.48,0.51,0.5,2483,287,0.076,0.01,-0.141,0.061,0.004,34.738
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,327.5,CALL,0.35,0.39,0.37,231,580,0.059,0.008,-0.115,0.05,0.003,35.232
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,330.0,CALL,0.26,0.28,0.28,2983,284,0.044,0.006,-0.091,0.04,0.003,35.579
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,332.5,CALL,0.19,0.21,0.24,67,1097,0.034,0.005,-0.073,0.032,0.002,36.053
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,335.0,CALL,0.14,0.16,0.15,866,66,0.026,0.004,-0.058,0.026,0.002,36.607
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,337.5,CALL,0.1,0.13,0.16,79,19,0.02,0.003,-0.047,0.021,0.001,37.278
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,340.0,CALL,0.08,0.09,0.09,1109,21,0.015,0.002,-0.037,0.016,0.001,37.736
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,267.5,PUT,0.28,0.3,0.28,495,32,-0.034,0.004,-0.101,0.032,-0.002,49.261
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,270.0,PUT,0.33,0.35,0.33,5731,413,-0.041,0.004,-0.113,0.037,-0.002,47.585
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,272.5,PUT,0.39,0.41,0.35,620,139,-0.048,0.005,-0.127,0.043,-0.003,45.905
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,275.0,PUT,0.47,0.49,0.46,2494,462,-0.058,0.006,-0.145,0.05,-0.004,44.472
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,277.5,PUT,0.57,0.6,0.53,876,37,-0.071,0.007,-0.164,0.058,-0.004,42.957
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,280.0,PUT,0.7,0.73,0.69,5274,623,-0.086,0.009,-0.187,0.067,-0.005,41.618
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,282.5,PUT,0.87,0.91,0.85,707,144,-0.106,0.011,-0.213,0.078,-0.006,40.306
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,285.0,PUT,1.09,1.14,1.1,1256,457,-0.13,0.013,-0.242,0.09,-0.008,39.139
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,287.5,PUT,1.38,1.44,1.37,764,262,-0.161,0.015,-0.275,0.104,-0.01,38.11
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,290.0,PUT,1.76,1.82,1.71,3109,811,-0.198,0.018,-0.308,0.119,-0.012,37.178
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,292.5,PUT,2.23,2.3,2.24,1776,638,-0.243,0.02,-0.341,0.133,-0.015,36.352
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,295.0,PUT,2.83,2.9,2.73,897,831,-0.294,0.023,-0.37,0.147,-0.018,35.586
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,297.5,PUT,3.55,3.65,3.53,1475,364,-0.352,0.025,-0.393,0.158,-0.021,34.886
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,300.0,PUT,4.45,4.55,4.49,1622,2352,-0.416,0.027,-0.407,0.166,-0.025,34.228
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,302.5,PUT,5.5,5.7,5.6,174,368,-0.485,0.028,-0.412,0.169,-0.029,33.937
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,305.0,PUT,6.75,6.95,6.8,463,727,-0.551,0.027,-0.421,0.168,-0.033,34.952
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,307.5,PUT,8.2,8.4,7.1,206,408,-0.617,0.026,-0.4,0.162,-0.036,34.599
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,310.0,PUT,9.8,10.05,9.4,715,249,-0.68,0.024,-0.37,0.152,-0.039,34.36
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,312.5,PUT,11.6,11.85,9.5,27,13,-0.738,0.022,-0.331,0.138,-0.041,34.149
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,315.0,PUT,13.55,13.8,12.23,43,22,-0.79,0.02,-0.289,0.122,-0.043,34.042
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,317.5,PUT,15.6,16.1,13.1,13,47,-0.833,0.017,-0.248,0.106,-0.043,34.093
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,320.0,PUT,17.35,18.15,17.6,132,66,-0.868,0.014,-0.208,0.09,-0.041,34.185
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,322.5,PUT,19.7,20.55,17.05,5,40,-0.896,0.011,-0.175,0.076,-0.039,34.446
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,325.0,PUT,22.1,22.8,26.95,2,0,-0.916,0.008,-0.148,0.064,-0.035,34.738
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,327.5,PUT,24.1,25.65,0.0,0,0,-0.93,0.006,-0.129,0.055,-0.031,35.232
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,330.0,PUT,26.9,27.8,24.25,81,15,-0.939,0.003,-0.117,0.048,-0.025,35.579
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,332.5,PUT,29.35,30.7,0.0,0,0,-0.943,0.001,-0.041,0.045,-0.019,36.053
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,335.0,PUT,31.85,32.5,42.1,1,0,-1.0,0.0,0.0,0.0,0.0,36.607
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,337.5,PUT,34.3,35.0,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,37.278
AVGO,2025-08-08 12:19:40.388016,20250815,2025-08-15,340.0,PUT,36.65,38.15,35.64,0,3,-1.0,0.0,0.0,0.0,0.0,37.736
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,267.5,CALL,36.3,37.25,42.5,30,0,0.929,0.005,-0.128,0.081,0.095,44.143
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,270.0,CALL,33.85,34.45,37.1,394,9,0.918,0.006,-0.14,0.091,0.095,43.154
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,272.5,CALL,31.2,32.25,34.6,29,2,0.905,0.007,-0.153,0.101,0.094,42.184
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,275.0,CALL,29.4,29.8,31.29,581,5,0.889,0.008,-0.167,0.113,0.093,41.282
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,277.5,CALL,27.15,27.65,27.84,39,1,0.871,0.009,-0.182,0.126,0.092,40.471
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,280.0,CALL,24.95,25.35,26.11,674,15,0.85,0.01,-0.198,0.139,0.091,39.687
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,282.5,CALL,22.85,23.4,22.55,52,0,0.826,0.011,-0.215,0.153,0.089,38.948
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,285.0,CALL,20.75,21.15,21.33,593,30,0.799,0.012,-0.231,0.168,0.086,38.29
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,287.5,CALL,18.85,19.1,19.48,41,4,0.768,0.014,-0.247,0.182,0.083,37.65
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,290.0,CALL,16.9,17.15,17.03,388,51,0.734,0.015,-0.262,0.196,0.08,37.087
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,292.5,CALL,15.1,15.3,16.4,277,92,0.697,0.016,-0.275,0.209,0.076,36.474
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,295.0,CALL,13.35,13.55,14.65,956,60,0.655,0.017,-0.287,0.22,0.072,36.125
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,297.5,CALL,11.7,11.95,12.27,115,20,0.612,0.018,-0.294,0.229,0.068,35.534
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,300.0,CALL,10.2,10.4,10.8,1143,216,0.566,0.019,-0.298,0.235,0.063,35.123
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,302.5,CALL,8.8,9.0,9.1,203,208,0.518,0.019,-0.298,0.238,0.058,34.647
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,305.0,CALL,7.55,7.75,7.75,833,273,0.473,0.018,-0.312,0.238,0.053,36.42
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,307.5,CALL,6.45,6.6,6.7,170,205,0.427,0.018,-0.304,0.234,0.048,36.019
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,310.0,CALL,5.45,5.6,5.55,768,577,0.382,0.018,-0.293,0.228,0.043,35.773
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,312.5,CALL,4.55,4.7,4.77,181,488,0.338,0.017,-0.278,0.218,0.038,35.482
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,315.0,CALL,3.75,3.9,3.9,1915,488,0.297,0.016,-0.262,0.207,0.033,35.395
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,320.0,CALL,2.59,2.65,2.6,1200,359,0.223,0.014,-0.223,0.178,0.025,35.237
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,325.0,CALL,1.7,1.77,1.79,1261,186,0.162,0.012,-0.181,0.146,0.018,35.168
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,330.0,CALL,1.12,1.17,1.15,303,39,0.115,0.009,-0.143,0.116,0.013,35.339
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,335.0,CALL,0.73,0.78,0.79,406,51,0.08,0.007,-0.11,0.089,0.009,35.694
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,340.0,CALL,0.48,0.51,0.51,310,98,0.055,0.005,-0.083,0.067,0.006,36.113
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,345.0,CALL,0.31,0.34,0.38,85,36,0.038,0.004,-0.061,0.049,0.004,36.611
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,350.0,CALL,0.19,0.23,0.21,131,21,0.026,0.003,-0.044,0.036,0.003,37.05
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,355.0,CALL,0.12,0.16,0.15,43,6,0.018,0.002,-0.032,0.026,0.002,37.692
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,360.0,CALL,0.07,0.11,0.08,174,50,0.012,0.001,-0.023,0.018,0.001,38.15
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,365.0,CALL,0.04,0.08,0.06,7,2,0.008,0.001,-0.016,0.013,0.001,38.792
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,267.5,PUT,0.84,0.89,0.74,32,4,-0.071,0.005,-0.124,0.082,-0.009,44.143
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,270.0,PUT,0.98,1.03,0.97,1079,42,-0.083,0.006,-0.136,0.091,-0.01,43.154
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,272.5,PUT,1.14,1.2,1.15,67,18,-0.096,0.007,-0.148,0.102,-0.012,42.184
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,275.0,PUT,1.34,1.4,1.32,934,230,-0.111,0.008,-0.162,0.113,-0.014,41.282
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,277.5,PUT,1.58,1.65,1.52,76,35,-0.129,0.009,-0.178,0.126,-0.016,40.471
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,280.0,PUT,1.87,1.94,1.87,958,77,-0.15,0.01,-0.194,0.139,-0.018,39.687
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,282.5,PUT,2.21,2.29,1.79,168,9,-0.174,0.011,-0.21,0.153,-0.021,38.948
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,285.0,PUT,2.62,2.7,2.59,422,99,-0.201,0.012,-0.227,0.168,-0.025,38.29
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,287.5,PUT,3.1,3.2,3.0,103,8,-0.232,0.014,-0.242,0.182,-0.028,37.65
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,290.0,PUT,3.65,3.8,3.4,543,333,-0.266,0.015,-0.258,0.196,-0.032,37.087
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,292.5,PUT,4.3,4.45,4.27,81,88,-0.303,0.016,-0.27,0.209,-0.037,36.474
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,295.0,PUT,5.05,5.2,4.8,271,34,-0.345,0.017,-0.282,0.22,-0.042,36.125
AVGO,2025-08-08 12:19:40.388016,20250822,2025-08-22,297.5,PUT,5.9,6.1,5.87,128,112,-0.388,0.018,-0.289,0.229,-0.047,35.534
